Local authority code,Local authority name,LSOA code,LSOA name,median_house_price,Employment (walking),Education (walking),Healthcare (walking),Leisure and Community (walking),Shopping (walking),Residential (walking),Overall (walking),Employment (cycling),Education (cycling),Healthcare (cycling),Leisure and Community (cycling),Shopping (cycling),Residential (cycling),Overall (cycling),Business (public transport),Education (public transport),Healthcare (public transport),Leisure and Community (public transport),Shopping (public transport),Residential (public transport),Overall (public transport),Employment (driving),Education (driving),Healthcare (driving),Leisure and Community (driving),Shopping (driving),Residential (driving),Overall (driving),Employment (overall),Education (overall),Healthcare (overall),Leisure and Community (overall),Shopping (overall),Residential (overall),Overall,Index of Multiple Deprivation (IMD) Score,Income Score (rate),Employment Score (rate),"Education, Skills and Training Score",Health Deprivation and Disability Score,Crime Score,Barriers to Housing and Services Score,Living Environment Score,Income Deprivation Affecting Children Index (IDACI) Score (rate),Income Deprivation Affecting Older People (IDAOPI) Score (rate),Children and Young People Sub-domain Score,Adult Skills Sub-domain Score,Geographical Barriers Sub-domain Score,Wider Barriers Sub-domain Score,Indoors Sub-domain Score,Outdoors Sub-domain Score
E08000032,Bradford,E01010623,Bradford 042D,95000,59.54,66.13,61.8,66.69,83.82,78.58,73.81,73.01,84.31,71.45,82.69,89.76,83.55,80.58,70.32,80.93,70.72,74.8,88.09,71.34,77.77,84.83,92.68,80.63,88.63,95.49,92.67,91.7,68.62,73.81,67.29,71.91,86.39,76.19,76.54,58.658,0.579,0.281,64.389,1.168,1.297,23.432,53.082,0.684,0.472,0.926,0.515,23.363,3.219,0.998,0.76
E08000032,Bradford,E01010624,Bradford 042E,80000,63.7,72.65,65.06,73.29,90.5,80.18,79.6,73.04,87.43,74.0,85.54,93.54,83.48,82.13,70.06,85.38,73.48,78.45,91.41,71.5,79.97,83.98,90.42,80.15,87.28,94.32,91.82,90.51,69.38,79.29,70.26,76.77,91.25,76.98,80.13,65.792,0.663,0.301,67.239,0.852,1.186,26.997,74.806,0.858,0.686,0.793,0.578,19.704,4.212,1.654,0.423
E08000032,Bradford,E01010625,Bradford 038C,101250,56.95,58.95,61.68,67.68,90.15,79.55,73.66,72.78,81.6,73.71,84.07,93.88,83.89,81.08,69.03,76.62,70.06,70.6,89.01,70.11,76.1,83.88,84.91,80.73,87.64,97.39,91.53,90.87,67.18,68.05,66.96,70.37,89.9,76.08,75.65,57.131,0.659,0.311,66.979,1.254,0.205,26.843,13.0,0.74,0.63,1.045,0.519,24.245,3.898,-0.052,-0.516
E08000032,Bradford,E01010626,Bradford 038D,110000,58.26,66.0,63.34,69.36,87.25,80.3,75.34,72.65,83.89,73.88,83.42,90.13,83.67,80.59,67.95,79.83,70.9,71.38,87.02,69.51,75.91,83.67,86.38,80.54,87.42,95.52,91.35,90.35,66.76,73.24,68.14,71.44,87.41,76.12,76.18,50.912,0.556,0.261,61.605,1.053,0.743,25.312,35.348,0.693,0.432,0.826,0.505,23.736,3.622,0.658,0.262
E08000032,Bradford,E01010627,Bradford 038E,100000,57.19,59.86,61.96,66.57,92.98,78.86,74.52,73.07,80.15,71.54,83.4,94.68,83.95,81.0,71.55,78.12,72.38,74.41,91.84,72.44,78.72,84.73,87.1,81.3,89.44,97.86,92.45,91.96,68.89,69.09,68.25,71.72,92.64,76.86,77.35,52.468,0.475,0.217,59.95,0.845,1.693,20.737,77.095,0.672,0.423,1.19,0.438,22.555,2.627,1.441,1.227
E08000032,Bradford,E01010628,Bradford 040A,107000,53.44,73.78,49.67,53.38,70.25,75.17,67.76,68.08,85.57,69.34,70.99,80.12,79.12,74.68,63.02,82.47,64.56,66.54,77.37,65.68,71.08,80.85,91.21,80.14,84.16,91.36,88.92,87.98,61.88,78.55,58.67,61.2,74.43,71.61,70.16,40.613,0.396,0.253,46.824,0.617,1.262,21.546,30.152,0.613,0.139,0.867,0.392,29.721,2.019,0.354,0.575
E08000032,Bradford,E01010629,Bradford 040B,169500,53.88,78.33,59.93,55.54,73.07,75.03,70.66,68.04,87.06,73.99,73.33,81.82,79.2,75.6,62.02,82.22,69.98,64.62,75.69,64.72,70.13,80.46,90.3,82.71,84.83,92.17,88.55,88.26,61.34,80.9,66.17,61.37,74.94,71.11,70.9,28.658,0.317,0.174,44.321,0.443,0.667,18.754,13.622,0.401,0.129,0.568,0.406,29.05,1.366,-0.083,-0.289
E08000032,Bradford,E01010630,Bradford 040C,133750,57.3,81.69,68.57,62.25,76.38,77.55,74.85,69.21,92.21,79.5,78.39,84.3,80.29,78.23,65.07,86.65,75.24,71.51,81.78,67.24,74.84,81.24,90.98,84.44,86.52,91.64,89.27,88.89,64.22,84.83,72.93,68.05,79.6,73.53,75.24,35.189,0.427,0.201,48.759,0.913,-0.054,16.812,27.457,0.463,0.461,0.792,0.412,24.681,1.401,0.392,0.192
E08000032,Bradford,E01010631,Bradford 040D,122000,48.04,75.99,46.19,54.36,76.01,71.28,68.93,66.29,80.8,65.35,67.29,78.16,77.48,72.11,60.55,80.93,62.04,64.68,75.74,63.44,69.08,79.82,86.59,77.54,82.7,90.15,87.99,86.35,58.85,78.79,55.67,60.43,76.1,68.65,69.38,55.478,0.554,0.335,62.865,1.296,1.107,24.889,7.902,0.642,0.476,1.311,0.44,30.552,2.731,-0.307,-0.688
E08000032,Bradford,E01010632,Bradford 040E,100000,51.57,78.79,51.93,55.62,76.72,73.88,71.12,67.29,84.74,70.78,71.66,82.73,78.55,74.73,62.12,83.14,65.81,66.77,78.34,64.97,71.19,80.33,91.63,81.75,85.34,92.87,88.48,88.63,60.78,81.42,60.37,62.33,77.95,70.65,71.57,61.805,0.643,0.331,63.203,1.161,1.88,22.198,14.424,0.752,0.418,1.338,0.438,28.312,2.382,-0.019,-0.368
E08000032,Bradford,E01010633,Bradford 047A,135000,49.42,52.39,45.62,58.3,75.59,74.06,63.62,67.86,76.56,64.75,74.79,83.83,79.23,74.51,59.28,71.23,56.73,60.96,73.59,62.38,65.64,81.83,81.48,79.79,86.19,94.27,90.04,88.6,58.56,62.03,52.55,60.88,75.11,69.57,65.66,21.875,0.213,0.145,20.392,0.038,0.824,15.393,32.647,0.295,0.16,0.166,0.254,34.205,-0.641,0.685,-0.188
E08000032,Bradford,E01010634,Bradford 047B,190250,43.29,41.87,46.08,57.13,63.4,69.91,55.7,66.93,69.47,64.49,73.04,79.12,78.62,72.02,58.29,65.08,56.17,59.04,66.71,61.38,62.16,81.0,76.23,77.55,82.86,89.58,89.24,85.56,56.43,53.5,52.43,59.29,65.94,67.16,60.47,14.267,0.126,0.085,17.988,0.141,0.49,17.975,17.164,0.234,0.079,0.1,0.235,39.385,-1.158,0.148,-0.506
E08000032,Bradford,E01010635,Bradford 047C,73625,50.64,52.52,48.89,58.43,78.33,75.12,64.91,68.16,77.03,66.39,74.66,84.23,79.44,74.8,60.52,72.61,60.64,63.32,77.27,63.52,67.8,81.74,79.42,79.52,84.92,93.63,89.96,87.87,59.67,62.72,56.12,62.08,78.21,70.6,67.32,72.632,0.612,0.418,83.876,1.709,2.223,20.735,16.304,0.804,0.451,2.091,0.476,32.535,1.323,-0.026,-0.06
E08000032,Bradford,E01010636,Bradford 047D,138750,43.2,41.37,50.03,57.46,64.37,69.91,56.05,66.73,67.47,65.54,72.15,78.93,78.39,71.48,58.22,64.52,58.79,59.64,68.33,61.43,62.65,80.91,74.93,79.34,83.09,90.12,89.16,85.69,56.34,52.89,55.58,59.66,67.19,67.16,60.83,19.1,0.152,0.121,13.592,0.607,0.588,19.958,24.76,0.242,0.132,-0.277,0.225,39.004,-0.316,0.493,-0.626
E08000032,Bradford,E01010637,Bradford 047E,130000,49.25,49.18,57.27,59.0,77.19,74.44,63.85,68.34,76.5,71.64,76.22,86.36,79.8,75.53,60.71,71.34,65.93,63.97,77.47,63.8,68.03,81.6,77.93,81.19,84.93,94.14,89.82,87.9,59.51,60.39,62.76,62.77,77.91,70.46,67.07,23.337,0.213,0.13,26.386,0.467,0.344,16.329,42.742,0.227,0.229,0.327,0.295,32.824,-0.002,0.994,-0.45
E08000032,Bradford,E01010638,Bradford 004A,258000,33.85,17.34,31.51,52.65,55.77,53.61,42.38,51.26,37.02,49.3,60.23,67.03,59.99,54.68,51.11,44.5,48.36,58.77,62.83,52.78,54.46,72.71,56.58,68.41,75.69,79.17,81.6,75.63,47.52,30.11,41.4,56.24,59.96,54.14,49.74,12.139,0.102,0.082,10.975,-0.291,-0.281,24.989,28.443,0.221,0.068,-0.554,0.219,50.323,-1.452,0.657,-0.971
E08000032,Bradford,E01010639,Bradford 004B,206500,39.35,26.35,40.7,66.53,74.64,59.04,54.6,52.58,46.12,59.13,70.76,80.66,61.82,60.76,56.55,54.76,56.46,68.73,77.08,57.34,63.71,74.76,69.29,79.67,86.45,92.22,83.62,84.37,52.42,39.71,50.07,67.94,76.28,58.91,59.94,11.729,0.137,0.078,7.799,-0.162,-0.146,21.897,22.719,0.27,0.084,-0.454,0.171,40.05,0.056,0.348,-0.301
E08000032,Bradford,E01010640,Bradford 004C,170000,39.52,27.06,42.17,67.37,74.55,59.49,55.05,52.68,46.65,59.67,70.69,79.7,61.84,60.72,56.02,54.59,56.73,68.9,76.85,56.79,63.46,74.79,71.94,81.3,87.46,92.63,83.62,85.07,52.13,40.03,50.88,68.38,76.08,58.86,59.98,22.326,0.166,0.105,19.66,0.228,0.135,23.481,58.748,0.322,0.113,0.413,0.211,40.078,0.517,1.363,-0.486
E08000032,Bradford,E01010641,Bradford 004D,219500,38.05,22.75,37.35,58.27,61.31,57.69,47.74,52.41,45.78,55.46,66.96,73.73,61.4,58.79,54.21,51.24,53.58,63.04,68.46,55.56,59.07,74.47,67.73,78.63,84.38,89.42,83.24,82.77,50.61,36.29,46.95,61.28,65.61,57.42,54.62,12.471,0.123,0.089,15.399,0.182,-0.576,23.034,11.029,0.156,0.104,0.091,0.206,45.361,-0.921,-0.068,-1.129
E08000032,Bradford,E01010642,Bradford 004E,315000,37.59,21.26,34.39,58.59,68.14,56.81,49.14,51.99,42.19,53.28,66.32,77.05,61.24,58.51,53.66,47.46,49.21,60.06,69.26,54.03,57.71,74.01,64.25,75.39,82.19,90.63,82.91,81.99,50.09,33.7,43.24,59.91,69.25,56.29,54.45,6.524,0.077,0.061,8.598,-0.507,-0.448,20.479,6.301,0.148,0.047,-0.172,0.146,45.547,-2.179,-0.35,-1.108
E08000032,Bradford,E01010643,Bradford 004F,161225,42.77,45.75,58.06,48.74,57.73,56.82,52.55,55.23,65.25,72.92,68.94,73.47,63.9,63.48,60.45,69.08,73.31,68.46,69.94,60.93,66.4,75.09,77.65,87.94,85.3,88.21,84.04,84.36,56.05,57.03,67.12,59.98,64.74,59.75,60.74,15.509,0.11,0.087,12.539,0.114,-0.398,21.663,46.758,0.188,0.11,0.188,0.151,39.228,0.164,1.067,-0.273
E08000032,Bradford,E01010644,Bradford 004G,250000,44.05,45.08,63.67,43.66,49.77,57.19,49.54,54.05,62.17,74.57,62.21,66.1,62.24,60.13,56.13,66.85,74.95,61.31,65.45,57.56,62.23,74.82,76.26,90.76,82.93,87.11,83.8,83.43,53.4,55.56,70.48,53.76,58.54,58.2,57.1,10.594,0.122,0.077,6.872,0.064,-0.313,20.919,14.652,0.196,0.086,-0.52,0.163,42.809,-1.041,-0.091,-0.107
E08000032,Bradford,E01010645,Bradford 004H,247000,43.38,41.68,63.06,46.07,53.28,56.6,49.91,54.41,60.89,71.24,63.23,66.42,62.78,60.32,59.0,65.82,75.42,64.16,65.2,60.0,63.54,74.72,75.13,87.95,82.98,86.38,83.68,82.93,55.14,53.26,70.35,56.28,60.01,59.12,57.94,6.331,0.055,0.062,3.811,0.007,-0.783,21.494,4.014,0.076,0.057,-0.962,0.147,42.081,-0.6,-0.707,-0.531
E08000032,Bradford,E01010646,Bradford 001A,450220,24.66,18.79,31.34,50.11,47.36,45.89,37.71,47.27,29.77,43.96,59.81,57.56,54.51,49.71,45.96,43.97,52.16,58.74,56.88,49.07,51.13,72.86,67.65,76.26,85.42,84.35,81.2,80.77,41.61,30.25,43.18,55.1,52.73,48.42,45.74,7.465,0.056,0.047,7.189,-0.7,-0.964,24.793,28.436,0.087,0.046,-0.245,0.129,54.656,-2.913,0.625,-0.631
E08000032,Bradford,E01010647,Bradford 001B,360000,23.25,21.58,35.39,57.13,55.81,46.73,42.29,47.57,30.79,47.2,65.54,68.06,55.45,52.77,47.4,47.45,57.05,63.78,63.65,50.31,54.95,73.1,69.6,77.71,87.49,86.11,81.46,82.09,42.26,33.26,47.67,61.04,60.45,49.47,49.81,11.913,0.131,0.095,3.999,0.035,-0.723,21.729,24.451,0.069,0.167,-0.965,0.151,50.205,-3.449,0.463,-0.519
E08000032,Bradford,E01010648,Bradford 001C,385000,21.88,17.9,31.41,52.56,49.63,45.57,38.17,47.44,27.85,43.73,61.88,63.33,55.62,50.9,47.84,46.39,54.41,61.64,60.3,50.22,53.61,72.89,62.52,73.61,83.17,81.39,81.34,78.78,42.22,30.72,44.41,57.74,55.75,48.91,47.31,4.399,0.06,0.043,4.104,-0.825,-1.525,22.551,9.656,0.117,0.026,-0.732,0.133,52.698,-4.164,-0.177,-0.798
E08000032,Bradford,E01010649,Bradford 027A,184995,50.82,51.88,68.28,65.65,81.27,77.1,67.92,69.5,76.12,76.74,76.56,85.02,80.93,76.01,64.34,74.21,72.72,70.48,82.29,67.87,72.46,82.3,83.59,84.38,87.49,94.52,90.07,89.5,62.35,63.02,71.35,68.87,82.1,73.67,71.05,34.801,0.347,0.189,44.884,0.835,1.359,11.844,24.516,0.566,0.296,1.141,0.343,28.939,-0.706,0.209,0.325
E08000032,Bradford,E01010650,Bradford 027B,123500,48.04,40.08,57.07,54.28,66.49,73.83,57.14,67.67,66.39,71.91,68.92,75.26,78.95,70.79,63.19,67.15,66.35,63.96,73.3,66.77,67.28,81.8,78.45,82.31,84.84,91.62,89.57,87.26,60.73,53.29,62.91,60.17,70.45,71.5,63.62,60.837,0.559,0.317,78.132,1.534,1.993,19.152,2.58,0.714,0.467,2.345,0.413,36.346,0.074,-0.891,-0.643
E08000032,Bradford,E01010651,Bradford 032B,165000,54.1,59.2,63.21,70.82,84.7,80.09,72.41,71.45,82.54,74.63,81.83,89.06,82.85,79.39,64.51,76.51,68.36,73.18,84.87,67.97,73.82,82.78,85.56,84.08,89.8,95.99,90.55,90.79,63.46,68.18,66.73,72.83,85.13,75.24,73.82,19.261,0.206,0.125,27.281,0.152,0.45,12.449,21.315,0.333,0.093,0.52,0.278,26.109,-0.025,0.206,-0.048
E08000032,Bradford,E01010652,Bradford 026A,142000,52.11,57.88,69.96,69.96,84.68,78.87,71.76,70.64,82.62,79.04,81.71,90.37,82.21,79.26,63.71,75.72,72.06,72.38,84.96,67.49,73.44,82.35,85.74,84.92,88.94,95.54,90.17,90.39,62.39,67.16,71.8,72.05,85.24,74.41,73.36,26.838,0.229,0.179,38.487,0.578,0.888,6.582,22.911,0.266,0.204,0.866,0.332,26.539,-2.663,0.119,0.363
E08000032,Bradford,E01010653,Bradford 026B,131250,50.31,56.7,70.78,65.01,77.79,76.78,68.07,68.88,79.06,77.57,76.86,84.8,80.51,76.13,63.28,74.07,73.72,70.14,80.66,67.02,71.61,81.82,82.35,83.69,86.41,93.22,89.64,88.56,61.47,65.64,72.99,68.44,79.7,73.09,70.68,56.814,0.545,0.302,67.267,1.575,1.78,14.361,9.236,0.753,0.433,2.021,0.37,29.301,0.063,-0.605,0.136
E08000032,Bradford,E01010654,Bradford 027C,131500,47.17,48.1,69.67,56.52,69.04,72.57,60.7,67.63,71.68,73.75,70.41,78.82,79.12,72.36,64.21,71.26,74.09,67.11,77.92,67.84,70.34,81.96,77.03,80.83,82.56,90.0,89.67,86.13,61.19,59.54,72.57,62.79,74.1,71.43,66.77,60.523,0.539,0.314,72.76,1.687,2.132,16.427,11.019,0.699,0.386,1.829,0.427,33.117,-0.033,-0.468,0.174
E08000032,Bradford,E01010655,Bradford 026C,116250,51.26,59.33,67.5,67.38,83.92,78.15,71.17,69.17,80.43,75.46,78.29,87.54,80.8,77.11,62.44,74.75,70.97,71.16,83.19,66.17,72.09,81.45,81.84,82.28,86.85,93.85,89.33,88.6,61.18,67.38,70.02,70.08,83.87,73.34,72.25,58.484,0.523,0.314,73.267,1.376,1.971,14.615,21.717,0.65,0.322,2.17,0.394,27.74,0.387,0.195,0.038
E08000032,Bradford,E01010656,Bradford 026D,155000,54.34,67.64,69.38,73.91,89.06,81.17,76.93,71.53,88.54,79.69,86.2,94.06,83.21,81.88,65.15,80.75,72.76,77.0,88.98,68.29,76.56,82.47,87.62,85.22,91.59,96.13,90.45,91.41,63.94,74.74,71.95,76.38,89.41,75.91,77.26,22.337,0.24,0.13,29.578,0.087,0.581,13.044,34.381,0.461,0.128,0.507,0.302,22.702,0.547,0.527,0.55
E08000032,Bradford,E01010657,Bradford 026E,126750,53.64,63.06,72.64,73.41,88.63,80.77,75.47,71.29,86.19,81.17,85.23,93.05,82.97,81.14,64.74,78.27,73.48,76.22,88.22,68.12,75.72,82.13,84.35,84.91,89.41,95.2,90.04,90.18,63.49,71.15,73.79,75.7,88.78,75.63,76.18,34.818,0.274,0.17,41.698,0.888,1.016,12.149,58.115,0.441,0.159,1.26,0.293,23.76,0.165,1.18,0.482
E08000032,Bradford,E01010658,Bradford 041A,118000,59.03,74.09,58.09,63.98,81.32,78.94,74.54,69.76,88.5,73.26,77.13,86.3,80.8,78.03,63.55,83.93,66.83,67.87,83.17,66.15,73.3,82.12,86.71,79.04,84.26,91.94,90.26,88.1,63.71,79.49,63.66,66.91,82.62,73.7,74.3,53.49,0.575,0.305,51.823,1.235,1.076,21.125,31.725,0.723,0.361,0.698,0.442,25.685,2.428,0.526,0.275
E08000032,Bradford,E01010659,Bradford 049A,97500,57.3,61.36,58.32,64.54,87.88,78.93,72.93,70.05,86.47,74.37,80.93,92.26,81.34,79.55,63.49,78.62,66.64,69.16,87.49,66.19,73.68,82.62,83.61,82.81,87.46,95.84,90.86,89.98,63.32,70.43,63.7,68.07,88.04,73.76,73.97,70.918,0.679,0.365,70.227,1.587,2.051,23.768,25.498,0.781,0.572,1.116,0.537,25.952,3.046,0.334,0.129
E08000032,Bradford,E01010662,Bradford 049D,145000,54.02,52.16,54.17,58.37,83.92,77.45,67.39,69.13,79.65,69.29,75.92,87.26,80.43,76.42,62.06,74.3,64.28,65.18,82.5,65.12,70.45,82.25,80.68,81.28,85.18,95.15,90.51,88.78,61.55,63.39,60.45,63.07,83.5,72.5,69.82,31.43,0.328,0.184,35.605,0.375,1.122,15.062,35.45,0.456,0.123,0.636,0.339,30.045,0.144,0.582,0.505
E08000032,Bradford,E01010663,Bradford 050A,82000,59.48,73.84,72.23,70.33,89.16,82.12,78.91,71.19,90.56,81.64,86.11,93.64,82.69,81.91,65.26,85.11,78.19,73.82,89.16,68.3,77.08,83.85,86.75,85.47,87.13,94.73,91.96,90.46,65.11,79.97,76.16,73.26,89.52,76.31,78.33,78.185,0.693,0.361,87.127,1.494,1.789,20.063,78.498,0.869,0.515,2.064,0.509,21.576,2.531,1.53,1.087
E08000032,Bradford,E01010664,Bradford 049E,193500,53.25,51.5,54.92,55.44,79.8,77.6,65.4,69.56,80.34,72.39,76.54,88.6,81.08,77.13,61.61,73.01,64.79,62.7,79.41,65.01,68.93,82.36,79.06,81.19,82.64,94.27,90.59,87.83,61.15,62.53,61.16,60.63,80.17,72.57,68.29,28.696,0.347,0.194,34.141,0.466,0.461,17.884,16.79,0.565,0.152,0.468,0.346,31.667,0.675,0.06,-0.237
E08000032,Bradford,E01010665,Bradford 050B,113000,55.54,60.53,64.54,59.48,82.27,80.02,70.25,70.16,83.03,76.36,78.64,89.58,81.77,78.39,63.56,79.24,72.38,67.89,84.56,67.01,73.15,83.26,82.89,83.69,84.32,95.06,91.5,89.27,62.99,70.07,69.54,65.09,83.91,74.67,72.54,36.435,0.401,0.199,38.891,0.413,0.923,13.272,52.372,0.569,0.21,0.589,0.369,27.467,0.036,1.037,0.543
E08000032,Bradford,E01010666,Bradford 050C,71000,59.06,78.57,71.12,68.51,82.78,81.27,77.77,71.09,90.64,78.9,83.76,88.91,82.34,80.64,65.41,86.17,76.35,72.32,84.64,68.37,75.86,84.53,86.53,84.25,87.33,91.96,92.66,89.86,65.1,82.91,74.6,71.55,84.15,75.92,77.14,81.237,0.721,0.416,86.387,1.893,1.911,19.476,54.709,0.838,0.605,2.069,0.5,22.777,2.287,1.054,0.703
E08000032,Bradford,E01010667,Bradford 050D,73125,58.02,74.22,69.49,66.1,82.41,81.52,75.88,71.07,90.16,79.78,83.65,91.26,82.58,80.98,64.02,83.54,74.96,69.48,83.86,67.26,74.2,84.08,85.9,84.39,86.29,93.41,92.2,89.83,63.97,79.47,73.18,69.11,83.71,75.54,75.54,58.937,0.593,0.306,66.064,1.053,1.262,20.172,46.208,0.705,0.35,1.428,0.444,24.377,2.317,1.014,-0.052
E08000032,Bradford,E01010668,Bradford 055A,160000,54.78,61.33,58.72,56.07,72.42,79.67,66.56,70.59,86.29,75.06,78.12,85.26,82.29,78.26,62.96,78.65,68.02,65.19,78.01,66.56,70.58,83.35,81.73,81.83,82.74,90.96,91.62,87.55,62.5,70.42,64.64,62.25,75.98,74.34,69.71,23.097,0.303,0.154,26.035,0.261,0.098,16.454,23.231,0.429,0.138,-0.034,0.328,30.201,0.533,0.343,-0.199
E08000032,Bradford,E01010669,Bradford 030A,154950,46.62,50.94,50.68,57.19,57.33,70.53,57.07,67.04,77.74,72.38,75.01,71.23,78.53,72.34,57.74,71.28,65.25,60.29,61.5,60.8,62.21,79.13,84.06,81.82,84.24,84.55,87.57,84.79,56.83,61.36,59.59,60.09,60.21,67.16,61.07,34.975,0.463,0.218,45.891,0.168,0.488,19.648,19.741,0.598,0.256,0.559,0.417,38.88,-0.391,0.202,-0.256
E08000032,Bradford,E01010670,Bradford 029A,152500,56.7,66.79,73.54,76.87,73.29,77.65,72.67,69.78,88.1,83.97,86.19,84.95,80.94,79.41,65.46,82.31,78.19,76.33,79.38,67.36,74.51,80.81,87.28,88.58,93.0,92.01,89.04,90.09,64.41,74.94,76.82,77.32,77.05,73.68,74.29,33.519,0.323,0.169,36.592,0.64,0.72,13.695,59.369,0.5,0.177,0.24,0.384,25.555,0.411,1.252,0.268
E08000032,Bradford,E01010671,Bradford 029B,167500,54.66,64.98,75.1,67.32,65.26,76.73,67.77,69.27,87.01,83.81,81.56,80.06,80.77,77.48,61.21,80.82,79.46,69.82,72.38,64.17,69.95,80.3,86.08,89.68,89.41,90.36,88.67,88.6,61.17,73.3,78.16,69.64,69.68,71.76,69.8,28.568,0.373,0.168,35.077,0.231,0.732,18.892,17.948,0.464,0.39,0.473,0.352,30.026,1.259,0.093,-0.169
E08000032,Bradford,E01010672,Bradford 036A,222025,41.36,46.3,28.64,44.67,47.65,66.84,48.69,64.61,69.66,55.24,67.77,67.62,76.6,67.95,58.77,70.28,53.57,58.28,61.27,62.16,61.64,79.4,86.58,78.67,84.71,88.13,87.98,86.16,55.98,58.06,43.19,53.13,55.56,65.95,57.07,14.865,0.147,0.09,11.161,0.224,-0.038,23.981,23.895,0.25,0.09,-0.379,0.208,42.801,0.035,0.291,0.05
E08000032,Bradford,E01010673,Bradford 029C,107500,58.83,72.22,79.99,81.44,75.55,78.95,76.32,70.36,89.71,87.15,89.01,86.41,81.48,80.68,66.78,85.54,82.99,81.46,84.38,68.43,77.8,81.32,89.86,91.0,94.56,92.28,89.49,91.07,65.82,79.26,82.29,82.03,80.65,74.82,77.57,53.868,0.508,0.252,62.243,0.934,0.769,28.208,71.007,0.718,0.328,1.07,0.471,22.282,4.313,1.586,0.169
E08000032,Bradford,E01010674,Bradford 030B,125000,49.52,57.01,57.98,61.07,60.08,72.64,61.13,67.63,81.33,75.25,77.33,73.09,79.11,73.87,58.54,75.9,69.64,63.97,65.11,61.76,64.97,79.45,84.1,84.5,85.69,85.22,87.87,85.54,58.08,66.71,65.2,63.75,63.35,68.62,64.25,57.181,0.597,0.323,60.023,1.391,0.968,28.068,12.989,0.672,0.629,1.204,0.436,35.663,2.656,-0.158,-0.17
E08000032,Bradford,E01010675,Bradford 029D,205750,55.94,67.25,75.56,71.06,69.87,77.54,70.71,69.59,87.79,85.21,84.03,83.53,80.95,78.73,63.21,82.19,79.21,71.68,75.09,65.66,71.88,80.8,89.02,90.07,92.14,91.35,89.1,89.98,62.78,75.12,78.28,72.36,73.28,72.84,72.08,29.67,0.317,0.184,27.522,0.624,0.571,16.193,40.178,0.417,0.218,-0.068,0.343,27.786,0.838,0.888,-0.165
E08000032,Bradford,E01010676,Bradford 034A,160000,61.72,77.05,85.27,87.08,82.0,80.69,81.34,70.61,89.81,87.97,90.0,88.24,81.68,81.3,68.35,88.06,87.52,85.44,89.07,69.97,80.81,81.56,90.15,91.46,95.62,93.18,89.73,91.7,67.51,82.88,87.03,86.5,85.99,76.35,81.2,57.312,0.564,0.263,71.983,0.84,0.416,26.875,75.738,0.723,0.496,1.171,0.543,18.616,4.243,1.702,0.409
E08000032,Bradford,E01010677,Bradford 030C,120000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E08000032,Bradford,E01010678,Bradford 036B,226500,41.89,46.3,35.98,49.31,58.02,68.78,53.17,65.79,72.53,61.68,69.5,74.67,77.75,70.51,58.53,69.1,54.87,58.69,63.39,61.85,62.0,79.68,81.15,78.61,83.25,89.37,88.13,85.71,56.11,57.71,47.28,55.47,61.64,66.79,59.25,24.085,0.282,0.167,20.228,0.587,0.104,25.734,11.378,0.375,0.17,-0.455,0.308,40.594,1.057,-0.064,-0.95
E08000032,Bradford,E01010679,Bradford 034B,120000,63.68,80.43,83.38,89.19,83.93,81.32,83.47,71.37,93.44,88.74,91.26,91.11,82.46,82.88,69.38,89.47,87.46,86.35,90.08,71.04,81.85,82.21,91.89,90.85,95.75,93.91,90.38,92.32,68.71,85.45,86.22,87.96,87.51,77.21,82.72,60.767,0.512,0.277,62.472,1.397,1.514,25.596,73.131,0.628,0.439,0.688,0.534,17.117,4.045,1.413,0.956
E08000032,Bradford,E01010680,Bradford 019A,145000,49.26,64.65,66.94,65.9,83.17,74.94,71.47,67.24,78.59,72.41,73.48,84.58,78.81,74.51,62.58,74.49,71.17,71.59,83.62,66.41,72.3,81.06,79.92,81.01,85.65,92.93,88.9,87.66,60.56,69.97,69.77,69.28,83.59,71.82,72.27,58.454,0.506,0.377,64.719,1.16,2.267,14.435,8.448,0.651,0.37,1.918,0.365,27.696,0.347,-0.355,-0.4
E08000032,Bradford,E01010681,Bradford 019B,310000,49.83,61.22,61.34,64.06,75.35,76.55,67.92,68.12,83.9,73.81,78.46,85.32,79.82,76.66,61.41,73.17,67.17,69.01,77.42,64.65,69.44,80.86,83.17,83.11,87.11,92.25,88.87,88.18,60.06,67.89,65.26,67.6,77.0,71.82,69.53,5.23,0.074,0.057,7.2,-0.146,-0.582,10.034,4.223,0.122,0.038,-0.711,0.183,30.474,-1.872,-1.074,-0.206
E08000032,Bradford,E01010682,Bradford 019C,131250,48.02,56.48,68.0,60.09,76.66,73.41,66.0,67.12,75.18,73.08,71.65,81.55,78.66,73.2,63.13,72.14,72.6,67.84,79.91,66.72,70.62,81.33,78.18,80.85,83.44,89.36,89.07,86.03,60.61,64.5,71.03,64.79,78.66,71.26,69.1,45.481,0.459,0.275,47.106,1.256,1.429,12.237,19.813,0.597,0.439,1.254,0.342,30.845,-0.985,0.026,0.238
